timestamp,source_ip,destination_ip,protocol,bytes_sent,bytes_received,duration,packet_rate,content_type,user_type,activity_label,anomaly_type,is_malicious
2024-01-27 22:30:00,192.168.2.244,10.0.1.111,HTTP,19032,15310,51.81,70.45,video,learner,discussion,Normal,0
2024-09-18 16:14:00,192.168.2.38,10.0.0.235,HTTPS,17282,6701,112.02,151.65,quiz,learner,VR_interaction,Normal,0
2024-10-01 09:21:00,192.168.2.209,10.0.0.193,HTTPS,20273,19475,53.75,69.91,chat,teacher,discussion,Normal,0
2024-01-24 01:52:00,192.168.2.78,10.0.2.209,HTTP,3965,6508,96.29,180.23,video,learner,discussion,Normal,0
2024-02-21 11:05:00,192.168.2.188,10.0.1.137,WebRTC,15581,18624,60.13,196.71,lecture,admin,login,Malware Injection,1
2024-02-08 10:17:00,192.168.1.190,10.0.0.219,HTTPS,9934,17416,90.52,196.93,quiz,AI-assistant,login,Normal,0
2024-03-05 16:24:00,192.168.2.110,10.0.2.70,UDP,7530,15850,105.18,159.63,chat,learner,submit_assignment,Normal,0
2024-08-28 01:14:00,192.168.2.248,10.0.2.225,TCP,4280,18740,53.1,104.71,video,AI-assistant,VR_interaction,Normal,0
2024-03-18 06:25:00,192.168.0.214,10.0.0.123,HTTP,22445,19792,64.22,111.19,quiz,admin,discussion,Normal,0
2024-07-10 02:45:00,192.168.2.220,10.0.0.86,HTTP,7697,18505,13.79,113.4,quiz,admin,VR_interaction,Normal,0
2024-08-13 04:42:00,192.168.0.222,10.0.2.24,TCP,4974,8214,14.18,197.28,VR-session,AI-assistant,stream,Normal,0
2024-01-05 23:27:00,192.168.2.254,10.0.1.41,UDP,8324,16256,113.94,197.03,chat,learner,login,Normal,0
2024-08-15 16:02:00,192.168.0.254,10.0.1.17,WebRTC,6078,5259,29.83,41.9,lecture,AI-assistant,login,Port Scan,1
2024-04-28 16:04:00,192.168.1.117,10.0.2.239,UDP,16042,19887,34.65,34.0,lecture,admin,discussion,Normal,0
2024-10-09 08:31:00,192.168.2.236,10.0.2.225,TCP,16868,7193,56.11,95.27,video,admin,discussion,DDoS,1
2024-07-23 05:31:00,192.168.2.67,10.0.0.158,WebRTC,2907,6953,99.57,138.79,lecture,admin,VR_interaction,Normal,0
2024-04-01 19:16:00,192.168.0.117,10.0.2.25,TCP,15259,9673,79.03,16.51,chat,admin,discussion,Normal,0
2024-03-19 23:20:00,192.168.0.172,10.0.1.243,WebRTC,2168,11111,18.27,145.29,video,learner,discussion,Normal,0
2024-03-17 21:26:00,192.168.0.204,10.0.0.51,HTTPS,24297,6676,23.03,138.16,VR-session,admin,login,Normal,0
2024-05-12 11:35:00,192.168.2.199,10.0.1.47,HTTPS,9001,1544,23.95,89.2,lecture,AI-assistant,VR_interaction,DDoS,1
2024-04-22 06:01:00,192.168.0.227,10.0.0.168,HTTP,12749,4414,115.66,123.36,chat,teacher,VR_interaction,Normal,0
2024-07-05 12:49:00,192.168.2.169,10.0.1.162,HTTP,15189,12288,18.69,37.85,video,teacher,stream,Normal,0
2024-08-22 11:34:00,192.168.0.36,10.0.1.212,UDP,1804,3882,1.24,60.16,video,learner,VR_interaction,Normal,0
2024-03-16 10:36:00,192.168.1.114,10.0.1.245,TCP,4155,5119,93.69,12.71,VR-session,admin,VR_interaction,Normal,0
2024-12-25 11:39:00,192.168.1.102,10.0.1.65,HTTPS,21355,16257,66.83,16.34,VR-session,learner,stream,Normal,0
2024-11-30 23:18:00,192.168.2.176,10.0.0.191,TCP,4025,14777,54.57,186.26,video,learner,VR_interaction,DDoS,1
2024-12-29 10:10:00,192.168.0.217,10.0.2.202,WebRTC,18161,3466,96.01,134.44,chat,learner,submit_assignment,Normal,0
2024-09-14 06:46:00,192.168.1.33,10.0.1.220,WebRTC,21924,505,20.27,171.51,chat,learner,submit_assignment,Normal,0
2024-08-19 20:48:00,192.168.0.233,10.0.2.75,HTTPS,6277,4413,101.42,124.76,VR-session,learner,submit_assignment,Data Leakage,1
2024-02-15 22:03:00,192.168.2.220,10.0.1.40,UDP,3723,16480,39.65,178.97,chat,admin,VR_interaction,Normal,0
2024-11-20 18:55:00,192.168.0.54,10.0.2.115,WebRTC,13277,8934,106.25,87.87,video,admin,discussion,Normal,0
2024-09-03 05:44:00,192.168.1.52,10.0.0.172,HTTPS,15023,5020,34.29,71.22,video,teacher,login,Phishing,1
2024-11-03 08:40:00,192.168.2.149,10.0.2.242,HTTP,13930,14911,119.11,29.45,quiz,learner,login,Spoofing,1
2024-02-26 16:34:00,192.168.1.71,10.0.1.252,HTTP,9515,6017,68.48,18.42,VR-session,AI-assistant,login,Normal,0
2024-03-12 01:26:00,192.168.1.165,10.0.2.227,HTTPS,6378,16934,82.6,161.55,VR-session,learner,discussion,Normal,0
2024-04-14 02:27:00,192.168.2.146,10.0.0.179,TCP,21659,2566,14.3,117.17,chat,learner,stream,Normal,0
2024-04-05 11:21:00,192.168.0.51,10.0.0.220,TCP,24892,11473,13.87,35.72,VR-session,admin,stream,Normal,0
2024-03-27 18:56:00,192.168.2.72,10.0.1.239,UDP,18450,10691,58.59,30.18,quiz,teacher,VR_interaction,Normal,0
2024-04-01 09:44:00,192.168.0.119,10.0.2.49,TCP,19949,15998,28.54,166.21,VR-session,AI-assistant,submit_assignment,Normal,0
2024-04-20 22:21:00,192.168.1.188,10.0.0.64,HTTP,2583,10679,27.27,131.52,chat,admin,submit_assignment,Normal,0
2024-10-06 22:22:00,192.168.1.207,10.0.2.218,HTTP,11018,1045,87.49,137.02,VR-session,AI-assistant,stream,Normal,0
2024-04-04 01:17:00,192.168.0.58,10.0.0.83,HTTPS,617,772,39.69,98.93,chat,AI-assistant,login,Normal,0
2024-02-09 00:47:00,192.168.2.172,10.0.0.207,HTTPS,24770,1353,9.97,15.29,quiz,teacher,login,Normal,0
2024-01-11 13:03:00,192.168.0.32,10.0.2.253,UDP,13798,13416,20.98,42.89,quiz,admin,VR_interaction,Normal,0
2024-09-09 10:55:00,192.168.2.245,10.0.1.149,UDP,24378,9492,89.53,52.89,lecture,admin,submit_assignment,Normal,0
2024-01-19 16:06:00,192.168.0.103,10.0.1.8,HTTPS,18246,6753,55.59,158.79,VR-session,teacher,discussion,DDoS,1
2024-04-17 19:13:00,192.168.1.109,10.0.1.52,HTTPS,10034,12406,103.49,115.24,chat,admin,login,Normal,0
2024-09-15 16:38:00,192.168.2.78,10.0.2.161,UDP,22641,13832,37.01,99.18,lecture,teacher,discussion,DDoS,1
2024-05-03 18:56:00,192.168.1.82,10.0.2.44,HTTP,711,15312,116.44,175.79,video,learner,VR_interaction,Normal,0
2024-05-12 23:42:00,192.168.2.107,10.0.1.160,HTTP,22601,10944,31.83,16.63,quiz,learner,discussion,Phishing,1
2024-05-02 06:23:00,192.168.0.72,10.0.1.143,HTTP,22887,17737,39.68,55.3,VR-session,learner,login,Malware Injection,1
2024-06-19 11:56:00,192.168.2.40,10.0.0.224,HTTPS,17005,10333,57.58,21.1,quiz,AI-assistant,submit_assignment,Normal,0
2024-03-01 05:22:00,192.168.0.246,10.0.2.121,HTTPS,6211,4041,28.5,85.18,chat,teacher,VR_interaction,Normal,0
2024-03-21 05:18:00,192.168.0.87,10.0.1.242,WebRTC,974,3645,12.44,12.97,lecture,teacher,login,Normal,0
2024-02-27 11:17:00,192.168.1.217,10.0.0.84,UDP,24330,10091,83.54,13.07,chat,admin,login,Normal,0
2024-01-17 13:58:00,192.168.0.217,10.0.0.107,HTTP,24225,15085,29.51,98.75,quiz,AI-assistant,login,Normal,0
2024-02-12 06:43:00,192.168.2.250,10.0.0.53,HTTPS,9761,2669,37.6,53.48,video,learner,stream,Normal,0
2024-07-16 00:24:00,192.168.0.23,10.0.1.93,WebRTC,6227,11191,93.59,103.31,VR-session,AI-assistant,login,Normal,0
2024-10-18 14:35:00,192.168.0.35,10.0.2.169,HTTPS,24166,12209,29.09,111.86,chat,teacher,stream,DDoS,1
2024-12-26 10:16:00,192.168.2.17,10.0.0.73,TCP,24971,9176,91.31,175.63,quiz,teacher,submit_assignment,Phishing,1
2024-09-01 05:40:00,192.168.1.207,10.0.0.90,TCP,3341,3518,46.29,66.47,video,AI-assistant,submit_assignment,Normal,0
2024-10-30 18:43:00,192.168.0.53,10.0.0.65,HTTPS,14036,2710,33.61,174.36,chat,admin,submit_assignment,Normal,0
2024-07-20 09:10:00,192.168.2.103,10.0.0.228,TCP,17461,6877,89.66,102.1,VR-session,teacher,submit_assignment,Normal,0
2024-03-15 02:40:00,192.168.0.32,10.0.0.87,UDP,17303,6682,116.25,131.56,chat,admin,submit_assignment,Normal,0
2024-03-10 02:06:00,192.168.0.89,10.0.2.179,HTTPS,9620,18690,17.09,48.48,quiz,admin,submit_assignment,Normal,0
2024-12-22 16:33:00,192.168.1.136,10.0.2.120,UDP,8778,11192,38.44,130.84,VR-session,AI-assistant,login,Normal,0
2024-03-01 04:42:00,192.168.0.112,10.0.0.156,WebRTC,17968,8504,118.99,194.49,quiz,AI-assistant,VR_interaction,Normal,0
2024-05-26 14:58:00,192.168.1.224,10.0.0.154,HTTPS,8283,2236,7.26,83.98,chat,AI-assistant,submit_assignment,Normal,0
2024-01-08 01:13:00,192.168.2.44,10.0.0.133,HTTP,24438,19454,17.61,161.47,quiz,admin,login,Normal,0
2024-08-19 14:37:00,192.168.0.39,10.0.0.139,WebRTC,22505,9954,52.89,182.69,lecture,learner,login,Normal,0
2024-02-08 07:54:00,192.168.2.68,10.0.2.26,UDP,6983,17371,14.44,123.21,VR-session,learner,discussion,Normal,0
2024-04-29 13:29:00,192.168.2.108,10.0.2.205,TCP,6078,3897,23.75,150.12,chat,teacher,submit_assignment,Phishing,1
2024-05-30 17:28:00,192.168.2.253,10.0.1.226,HTTPS,13698,3131,68.86,100.88,VR-session,AI-assistant,VR_interaction,Normal,0
2024-08-09 13:03:00,192.168.1.247,10.0.2.4,TCP,12722,13070,12.32,10.62,video,learner,discussion,Malware Injection,1
2024-02-26 05:18:00,192.168.2.99,10.0.0.28,WebRTC,3974,5242,38.24,30.39,quiz,learner,submit_assignment,Normal,0
2024-09-04 15:00:00,192.168.0.204,10.0.2.220,TCP,17118,5067,59.84,189.64,video,learner,login,Normal,0
2024-12-13 14:11:00,192.168.2.211,10.0.1.85,HTTPS,2805,16176,85.41,107.95,VR-session,teacher,VR_interaction,Normal,0
2024-10-22 16:05:00,192.168.1.95,10.0.2.139,TCP,9441,8782,96.22,13.2,video,admin,discussion,Normal,0
2024-06-16 23:47:00,192.168.2.180,10.0.2.235,UDP,4362,9105,8.96,186.1,quiz,learner,discussion,Normal,0
2024-08-03 20:56:00,192.168.2.111,10.0.1.50,WebRTC,16847,10870,113.38,22.27,chat,learner,stream,Phishing,1
2024-06-29 16:44:00,192.168.0.106,10.0.2.157,WebRTC,14815,14979,43.37,147.98,chat,teacher,submit_assignment,Normal,0
2024-02-02 01:10:00,192.168.1.19,10.0.2.24,HTTP,6671,8885,34.13,97.14,VR-session,AI-assistant,login,Phishing,1
2024-07-13 05:23:00,192.168.1.49,10.0.0.61,TCP,9981,13867,41.54,52.03,quiz,learner,discussion,Normal,0
2024-07-12 15:36:00,192.168.1.67,10.0.1.103,HTTPS,24972,18058,26.23,118.86,lecture,AI-assistant,login,Normal,0
2024-04-29 09:03:00,192.168.0.97,10.0.1.95,HTTP,24866,15193,84.82,88.93,chat,teacher,submit_assignment,Spoofing,1
2024-10-22 06:19:00,192.168.2.104,10.0.0.120,UDP,21222,9422,43.92,10.52,lecture,admin,discussion,Phishing,1
2024-12-26 00:22:00,192.168.1.111,10.0.1.87,TCP,24467,11286,25.82,104.49,chat,learner,discussion,Normal,0
2024-02-28 04:37:00,192.168.0.24,10.0.2.32,HTTPS,14448,19470,44.29,47.6,chat,learner,submit_assignment,Normal,0
2024-03-28 06:07:00,192.168.1.211,10.0.1.74,HTTP,5403,10491,56.82,118.97,video,teacher,VR_interaction,Normal,0
2024-04-19 09:49:00,192.168.0.17,10.0.1.205,TCP,5301,11423,66.55,73.36,chat,admin,login,Normal,0
2024-11-16 04:27:00,192.168.0.176,10.0.2.244,TCP,13263,1162,87.3,88.83,lecture,teacher,stream,Malware Injection,1
2024-10-10 19:50:00,192.168.1.206,10.0.1.184,HTTPS,14430,8870,101.8,78.55,video,AI-assistant,login,DDoS,1
2024-05-13 16:50:00,192.168.2.112,10.0.1.214,UDP,14737,9086,117.47,104.83,quiz,AI-assistant,discussion,Normal,0
2024-01-15 00:23:00,192.168.2.18,10.0.1.150,HTTPS,1101,3172,12.97,105.15,VR-session,teacher,VR_interaction,Normal,0
2024-02-14 20:37:00,192.168.2.149,10.0.0.54,TCP,2135,17338,22.75,62.85,chat,teacher,submit_assignment,Malware Injection,1
2024-04-17 15:12:00,192.168.1.8,10.0.0.69,HTTPS,19201,365,30.23,46.23,lecture,teacher,stream,Normal,0
2024-12-08 04:30:00,192.168.2.202,10.0.1.171,HTTP,4286,18885,45.5,100.03,lecture,admin,submit_assignment,Phishing,1
2024-11-13 00:33:00,192.168.1.136,10.0.2.162,HTTP,12501,2820,118.73,160.69,VR-session,learner,stream,Normal,0
2024-08-07 15:38:00,192.168.2.194,10.0.1.115,TCP,6031,4731,8.46,86.35,VR-session,teacher,discussion,Normal,0
2024-02-01 05:19:00,192.168.1.22,10.0.2.30,WebRTC,5269,10799,79.08,53.75,VR-session,teacher,submit_assignment,Normal,0
2024-10-03 20:59:00,192.168.2.134,10.0.0.242,WebRTC,21529,8069,78.56,191.43,VR-session,learner,stream,Normal,0
2024-10-07 05:39:00,192.168.2.137,10.0.2.68,TCP,16181,17674,106.2,29.27,quiz,AI-assistant,VR_interaction,Normal,0
2024-08-13 16:24:00,192.168.1.23,10.0.2.52,TCP,19124,4344,68.52,116.37,video,AI-assistant,VR_interaction,Normal,0
2024-11-11 02:33:00,192.168.2.151,10.0.2.183,HTTP,15366,9298,52.5,166.9,VR-session,admin,VR_interaction,DDoS,1
2024-01-03 14:15:00,192.168.1.104,10.0.0.55,WebRTC,12230,8764,2.87,135.11,lecture,teacher,stream,Normal,0
2024-11-24 00:32:00,192.168.0.29,10.0.2.241,HTTP,14034,3800,39.07,169.33,VR-session,teacher,discussion,Normal,0
2024-02-01 08:18:00,192.168.2.130,10.0.0.149,HTTP,7818,12044,92.98,76.07,VR-session,admin,discussion,Normal,0
2024-05-11 15:13:00,192.168.1.68,10.0.2.210,HTTP,11754,18364,50.63,49.8,VR-session,AI-assistant,discussion,Data Leakage,1
2024-07-19 12:44:00,192.168.1.61,10.0.0.222,UDP,597,4100,21.34,143.53,chat,teacher,VR_interaction,DDoS,1
2024-01-01 02:07:00,192.168.0.6,10.0.2.99,HTTPS,16803,17799,83.36,152.77,quiz,teacher,discussion,Spoofing,1
2024-11-10 10:09:00,192.168.1.97,10.0.2.31,TCP,20236,7798,2.0,28.64,lecture,admin,discussion,Normal,0
2024-07-23 11:18:00,192.168.2.250,10.0.2.232,UDP,18434,17797,21.73,139.04,VR-session,learner,submit_assignment,Normal,0
2024-11-27 05:42:00,192.168.1.32,10.0.2.123,WebRTC,14050,4552,12.83,182.86,VR-session,teacher,stream,DDoS,1
2024-07-13 08:40:00,192.168.0.105,10.0.2.248,WebRTC,10055,19215,11.55,45.37,VR-session,admin,login,Normal,0
2024-11-16 14:10:00,192.168.2.254,10.0.1.226,UDP,11770,14762,72.84,111.13,quiz,admin,login,Normal,0
2024-03-03 16:24:00,192.168.0.214,10.0.2.26,UDP,10320,13422,24.41,60.72,lecture,teacher,discussion,Malware Injection,1
2024-06-08 10:52:00,192.168.2.41,10.0.0.81,HTTP,23668,12815,108.84,171.69,lecture,AI-assistant,discussion,Normal,0
2024-08-28 07:16:00,192.168.1.204,10.0.2.60,HTTPS,10175,15978,108.13,37.4,VR-session,learner,VR_interaction,Port Scan,1
2024-04-09 09:12:00,192.168.2.222,10.0.2.252,TCP,24871,13968,60.26,20.43,lecture,learner,stream,Normal,0
2024-01-10 14:25:00,192.168.1.79,10.0.1.237,HTTPS,4582,14409,20.38,169.29,video,admin,VR_interaction,Normal,0
2024-05-04 00:19:00,192.168.1.33,10.0.2.144,UDP,1244,6935,79.47,189.27,chat,teacher,submit_assignment,Malware Injection,1
2024-05-10 13:15:00,192.168.1.49,10.0.2.49,TCP,2435,10741,85.28,118.8,lecture,teacher,login,Normal,0
2024-04-20 12:57:00,192.168.0.27,10.0.1.154,UDP,18427,6633,72.17,19.2,chat,admin,VR_interaction,Normal,0
2024-11-11 10:36:00,192.168.2.151,10.0.1.208,WebRTC,5488,8400,2.78,174.08,chat,learner,discussion,Normal,0
2024-05-04 07:27:00,192.168.2.75,10.0.0.227,UDP,22527,16906,58.87,129.35,lecture,AI-assistant,submit_assignment,Normal,0
2024-03-12 07:18:00,192.168.1.150,10.0.1.226,TCP,1878,3156,48.37,186.6,video,learner,submit_assignment,Normal,0
2024-11-02 21:43:00,192.168.0.198,10.0.1.214,TCP,10361,14095,114.94,147.4,chat,admin,submit_assignment,Normal,0
2024-03-23 16:29:00,192.168.0.173,10.0.1.108,HTTP,3453,8904,117.15,167.08,chat,teacher,submit_assignment,Normal,0
2024-07-13 22:12:00,192.168.1.164,10.0.2.4,UDP,14963,3182,75.21,17.07,VR-session,learner,VR_interaction,Normal,0
2024-12-11 13:15:00,192.168.2.141,10.0.0.125,UDP,15890,6227,54.76,32.53,video,AI-assistant,stream,Normal,0
2024-05-03 11:42:00,192.168.2.4,10.0.0.53,WebRTC,13551,17757,103.18,170.39,chat,admin,login,Spoofing,1
2024-09-05 15:58:00,192.168.2.84,10.0.2.67,HTTPS,1329,2048,12.69,146.8,video,AI-assistant,submit_assignment,Normal,0
2024-06-24 22:37:00,192.168.0.5,10.0.1.155,HTTP,14293,14624,70.03,193.08,VR-session,teacher,submit_assignment,DDoS,1
2024-11-25 10:08:00,192.168.0.249,10.0.2.160,UDP,23735,12964,20.87,94.54,chat,learner,discussion,Spoofing,1
2024-05-02 11:03:00,192.168.1.159,10.0.0.38,UDP,11310,7832,76.44,22.78,quiz,teacher,login,Normal,0
2024-03-21 23:26:00,192.168.1.80,10.0.1.199,WebRTC,13132,12122,84.7,15.89,lecture,learner,discussion,DDoS,1
2024-10-16 12:35:00,192.168.0.111,10.0.0.112,UDP,19364,12427,103.62,150.97,video,AI-assistant,stream,Normal,0
2024-11-19 10:12:00,192.168.1.195,10.0.0.219,HTTPS,19791,9712,108.33,33.13,VR-session,learner,stream,Normal,0
2024-05-04 18:34:00,192.168.2.127,10.0.1.193,HTTPS,5500,9746,117.49,47.41,video,learner,discussion,Normal,0
2024-11-07 05:23:00,192.168.2.122,10.0.1.46,TCP,10570,1249,97.13,37.96,video,learner,submit_assignment,Malware Injection,1
2024-08-27 22:00:00,192.168.0.230,10.0.2.252,TCP,23742,13204,41.85,167.61,lecture,teacher,submit_assignment,Normal,0
2024-12-29 15:16:00,192.168.0.24,10.0.0.55,WebRTC,6887,14078,16.36,156.89,quiz,admin,discussion,Phishing,1
2024-03-08 17:55:00,192.168.0.79,10.0.2.42,UDP,19913,8971,33.19,53.57,quiz,learner,VR_interaction,Normal,0
2024-10-26 22:01:00,192.168.0.214,10.0.1.151,HTTPS,13161,4506,98.73,142.88,VR-session,AI-assistant,submit_assignment,DDoS,1
2024-05-23 13:58:00,192.168.1.19,10.0.1.52,WebRTC,5259,2494,0.95,27.96,video,admin,discussion,Normal,0
2024-09-09 08:31:00,192.168.2.39,10.0.1.115,HTTPS,15917,2725,31.49,23.26,VR-session,learner,login,Normal,0
2024-03-10 06:50:00,192.168.1.105,10.0.0.44,HTTPS,18870,12126,7.39,33.57,lecture,learner,discussion,Normal,0
2024-12-20 10:46:00,192.168.1.25,10.0.1.44,TCP,6458,17147,22.14,184.53,quiz,AI-assistant,stream,Normal,0
2024-01-04 07:55:00,192.168.1.187,10.0.2.125,UDP,10135,4119,14.75,19.04,chat,admin,stream,Normal,0
2024-05-12 12:10:00,192.168.1.179,10.0.2.156,WebRTC,23898,9081,58.67,66.55,quiz,AI-assistant,discussion,Normal,0
2024-07-17 09:10:00,192.168.2.73,10.0.0.199,HTTPS,3679,6654,43.97,119.13,quiz,teacher,stream,Normal,0
2024-08-24 10:48:00,192.168.1.12,10.0.1.104,WebRTC,19584,7307,37.21,18.64,video,admin,discussion,Normal,0
2024-04-10 01:50:00,192.168.0.202,10.0.1.127,UDP,5404,9005,7.39,47.52,video,AI-assistant,submit_assignment,Normal,0
2024-01-09 16:12:00,192.168.2.59,10.0.0.35,HTTPS,20608,5354,71.24,116.6,lecture,AI-assistant,VR_interaction,Spoofing,1
2024-06-26 10:32:00,192.168.0.196,10.0.2.227,WebRTC,19329,16341,42.7,130.57,video,teacher,stream,Normal,0
2024-09-07 08:30:00,192.168.1.66,10.0.1.23,UDP,14405,5774,88.56,81.99,video,admin,VR_interaction,Normal,0
2024-06-03 02:22:00,192.168.2.75,10.0.1.37,UDP,23924,5940,10.99,183.77,VR-session,admin,stream,Normal,0
2024-08-08 22:24:00,192.168.0.51,10.0.1.25,WebRTC,10669,4513,36.42,130.04,chat,AI-assistant,discussion,DDoS,1
2024-03-16 19:47:00,192.168.0.227,10.0.1.61,UDP,3745,15294,60.36,24.44,lecture,teacher,VR_interaction,Normal,0
2024-12-21 04:23:00,192.168.0.224,10.0.2.15,WebRTC,12033,4151,42.11,74.25,video,admin,discussion,Spoofing,1
2024-12-01 10:42:00,192.168.1.116,10.0.1.139,WebRTC,16899,16213,24.08,163.39,lecture,teacher,login,Normal,0
2024-08-26 09:03:00,192.168.1.207,10.0.1.188,HTTP,4934,495,62.59,170.85,quiz,teacher,submit_assignment,Spoofing,1
2024-11-19 07:46:00,192.168.2.113,10.0.2.232,HTTP,7120,18881,81.64,11.98,quiz,teacher,login,Normal,0
2024-07-07 02:21:00,192.168.2.209,10.0.1.111,TCP,20901,15867,65.75,72.32,video,admin,stream,DDoS,1
2024-06-07 05:53:00,192.168.0.193,10.0.2.158,HTTPS,4598,2451,63.22,159.42,VR-session,admin,stream,Normal,0
2024-05-27 03:18:00,192.168.2.34,10.0.0.168,TCP,13674,9305,38.59,81.26,chat,learner,submit_assignment,Normal,0
2024-10-15 16:51:00,192.168.1.142,10.0.0.184,TCP,16597,13484,8.43,48.98,VR-session,admin,submit_assignment,Normal,0
2024-06-12 04:47:00,192.168.2.163,10.0.1.162,TCP,7109,18693,55.18,38.08,VR-session,admin,submit_assignment,Normal,0
2024-06-08 11:50:00,192.168.0.19,10.0.2.64,HTTP,2553,16599,19.78,198.42,chat,learner,VR_interaction,Port Scan,1
2024-05-02 04:34:00,192.168.1.110,10.0.2.86,HTTP,8969,4218,39.37,179.45,VR-session,AI-assistant,discussion,DDoS,1
2024-02-21 22:26:00,192.168.0.12,10.0.2.115,HTTPS,23881,16132,111.8,163.02,quiz,teacher,login,Normal,0
2024-11-17 18:27:00,192.168.0.87,10.0.1.192,HTTPS,2179,18835,85.16,113.11,video,teacher,login,Normal,0
2024-10-28 17:38:00,192.168.1.184,10.0.0.139,WebRTC,21611,14092,114.49,98.27,lecture,teacher,login,Normal,0
2024-07-21 06:03:00,192.168.2.222,10.0.2.112,UDP,1647,19350,79.3,165.87,lecture,admin,submit_assignment,Normal,0
2024-02-05 01:35:00,192.168.1.198,10.0.0.192,HTTP,1042,11503,23.93,43.56,quiz,teacher,VR_interaction,Normal,0
2024-11-12 14:14:00,192.168.0.10,10.0.1.65,UDP,24004,540,94.48,145.17,VR-session,teacher,discussion,Normal,0
2024-05-13 05:16:00,192.168.0.212,10.0.1.130,HTTPS,1183,19133,17.48,54.69,chat,teacher,login,Normal,0
2024-06-06 15:03:00,192.168.0.216,10.0.0.161,HTTP,1642,7660,39.28,119.43,quiz,learner,VR_interaction,Normal,0
2024-08-10 10:58:00,192.168.1.26,10.0.2.201,WebRTC,1397,10845,119.9,61.76,video,teacher,login,Normal,0
2024-08-16 14:49:00,192.168.0.41,10.0.0.36,TCP,19626,2977,14.83,140.12,quiz,AI-assistant,login,Normal,0
2024-04-23 06:20:00,192.168.2.91,10.0.2.221,UDP,6360,3272,67.66,139.16,chat,admin,submit_assignment,Port Scan,1
2024-07-26 06:03:00,192.168.0.14,10.0.1.201,TCP,2569,5242,116.08,77.28,quiz,teacher,VR_interaction,Normal,0
2024-12-06 02:28:00,192.168.1.30,10.0.1.132,HTTP,3366,18557,11.62,115.63,quiz,admin,login,Normal,0
2024-07-30 13:17:00,192.168.0.196,10.0.1.53,HTTPS,5548,11211,59.5,138.42,chat,learner,submit_assignment,Normal,0
2024-11-20 15:11:00,192.168.2.234,10.0.0.28,HTTP,22594,10838,17.34,140.75,VR-session,AI-assistant,login,DDoS,1
2024-03-29 03:29:00,192.168.2.94,10.0.1.34,WebRTC,3861,5903,44.87,33.71,chat,learner,login,Normal,0
2024-01-17 05:38:00,192.168.2.139,10.0.0.48,UDP,5581,6558,27.19,96.55,quiz,admin,stream,Normal,0
2024-11-08 12:11:00,192.168.0.22,10.0.1.59,WebRTC,8978,16258,95.74,117.76,quiz,admin,VR_interaction,Normal,0
2024-07-23 22:16:00,192.168.0.41,10.0.1.53,TCP,24091,8389,61.98,94.02,VR-session,AI-assistant,login,Normal,0
2024-02-05 20:58:00,192.168.1.240,10.0.2.140,WebRTC,10698,13076,89.87,46.96,chat,learner,VR_interaction,DDoS,1
2024-04-24 17:41:00,192.168.2.71,10.0.2.138,HTTPS,16281,1935,56.88,10.99,video,AI-assistant,VR_interaction,DDoS,1
2024-02-20 03:59:00,192.168.2.130,10.0.0.9,HTTP,16750,2742,69.69,113.07,quiz,learner,stream,Normal,0
2024-09-25 16:50:00,192.168.0.205,10.0.2.184,WebRTC,19539,14570,100.25,145.92,quiz,admin,discussion,Normal,0
2024-02-12 05:57:00,192.168.1.2,10.0.1.52,HTTPS,17779,673,22.42,59.41,lecture,teacher,login,DDoS,1
2024-06-03 15:09:00,192.168.2.39,10.0.2.59,WebRTC,8642,4371,66.85,22.42,video,teacher,submit_assignment,Spoofing,1
2024-06-19 07:27:00,192.168.2.3,10.0.2.122,HTTPS,19098,8174,73.7,120.66,video,admin,discussion,Normal,0
2024-09-10 10:21:00,192.168.0.49,10.0.1.183,HTTP,12996,10157,9.31,122.18,video,teacher,login,DDoS,1
2024-10-26 14:50:00,192.168.0.24,10.0.1.193,TCP,13364,9533,114.35,18.47,quiz,admin,submit_assignment,Normal,0
2024-02-19 23:43:00,192.168.2.24,10.0.1.101,HTTP,14896,19285,74.02,48.08,video,admin,login,Normal,0
2024-08-12 16:20:00,192.168.0.94,10.0.2.111,TCP,21297,6040,83.62,110.72,video,teacher,discussion,Normal,0
2024-11-07 21:06:00,192.168.1.194,10.0.1.148,HTTP,8383,16852,3.09,121.31,lecture,AI-assistant,submit_assignment,Normal,0
2024-08-15 09:51:00,192.168.1.125,10.0.0.99,HTTP,2881,5239,70.78,65.47,lecture,AI-assistant,stream,Normal,0
2024-01-12 15:13:00,192.168.1.69,10.0.1.88,UDP,5404,19427,103.39,37.79,quiz,learner,stream,Normal,0
2024-10-20 11:13:00,192.168.2.174,10.0.2.76,HTTPS,4174,11451,13.08,163.27,chat,AI-assistant,submit_assignment,Normal,0
2024-10-03 18:35:00,192.168.1.147,10.0.2.104,UDP,24846,11859,105.07,123.61,quiz,learner,discussion,Malware Injection,1
2024-06-08 15:14:00,192.168.1.202,10.0.0.239,TCP,7119,8286,113.89,16.91,lecture,AI-assistant,login,Normal,0
2024-02-04 08:04:00,192.168.0.253,10.0.0.67,TCP,23927,12207,73.18,178.29,VR-session,teacher,login,Normal,0
2024-04-10 12:29:00,192.168.1.78,10.0.2.19,HTTP,13292,1111,18.51,130.08,quiz,admin,VR_interaction,Normal,0
